time,Gqw,Gqx,Gqy,Gqz,Lqw,Lqx,Lqy,Lqz,rx,ry,rz,lx,ly,lz,ax,ay,az,mx,my,mz,gx,gy,gz,temp
0.3003,0.101081,0.454882,0.799295,0.379463,0.999929,-0.010996,0.001297,0.004368,-0.021981,0.00269,0.008708,0.006776,0.010302,0.013764,0.919396,0.158461,0.349787,-8.144516,20.4149,23.651098,10.59672,-2.981061,-5.858912,7.039241
0.31031,0.101129,0.454638,0.799904,0.378458,0.999915,-0.012075,0.001686,0.004723,-0.024135,0.003486,0.009406,0.009771,0.027812,0.028592,0.935876,0.179904,0.34904,-8.144516,20.4149,23.651098,11.501067,-3.746279,-6.415434,7.151744
0.32032,0.101105,0.454384,0.800676,0.377135,0.999894,-0.013438,0.002289,0.005157,-0.026853,0.004717,0.010252,0.025054,0.046692,0.040907,0.946432,0.209737,0.357078,-7.898523,20.151569,23.56637,15.466285,-4.511496,-7.389347,6.764232
0.33033,0.101187,0.453973,0.801599,0.375645,0.999866,-0.015056,0.00284,0.005728,-0.030081,0.005852,0.01137,0.009982,0.04192,0.033401,0.951617,0.198363,0.350909,-7.898523,20.151569,23.56637,16.927155,-5.485409,-10.311087,7.176745
0.34034,0.100987,0.453358,0.80298,0.373484,0.999821,-0.017275,0.003889,0.006714,-0.0345,0.008008,0.013292,-0.016465,0.012013,0.00811,0.939024,0.158275,0.33801,-8.144516,20.502676,23.651098,26.318459,-4.998453,-14.206738,7.151744
0.35035,0.100529,0.452587,0.804863,0.370478,0.999747,-0.020256,0.005518,0.008071,-0.040426,0.01136,0.015916,-0.0429,-0.01883,-0.020962,0.924395,0.114084,0.32698,-8.144516,20.502676,23.651098,37.37933,-5.833235,-18.311087,6.851735
0.36036,0.099898,0.451869,0.807002,0.366856,0.999644,-0.02374,0.007613,0.009508,-0.047342,0.015672,0.018652,-0.051687,-0.02671,-0.055546,0.917173,0.084064,0.341188,-8.226513,20.67823,23.05801,45.031502,-7.5028,-19.285,7.114243
0.37037,0.099353,0.451137,0.809078,0.363316,0.999525,-0.027176,0.00959,0.010904,-0.054154,0.019766,0.021282,-0.056689,-0.02832,-0.072055,0.916062,0.070453,0.348292,-8.226513,20.67823,23.05801,43.570633,-7.920192,-19.424129,6.951738
0.38038,0.098941,0.450449,0.810979,0.360028,0.999399,-0.0304,0.011347,0.012157,-0.060541,0.023422,0.023618,-0.042567,-0.031014,-0.048323,0.909581,0.097116,0.334832,-8.308511,21.204891,22.634377,39.81411,-8.198453,-18.311087,7.01424
0.39039,0.09899,0.449849,0.812568,0.35717,0.999279,-0.033365,0.012544,0.013061,-0.066425,0.025943,0.025277,-0.051999,-0.015761,0.005647,0.936988,0.13534,0.294825,-8.308511,21.204891,22.634377,32.301067,-10.772366,-17.128477,6.839235
0.4004,0.099382,0.449254,0.81418,0.354125,0.999141,-0.036644,0.013558,0.01382,-0.072944,0.028109,0.026636,-0.036903,0.015105,0.004864,0.954579,0.15958,0.313894,-8.144516,21.204891,22.464922,32.370632,-14.946279,-18.798042,7.151744
0.41041,0.099678,0.448675,0.815932,0.350728,0.998974,-0.040212,0.01483,0.014633,-0.08003,0.030812,0.02806,-0.020707,0.019824,0.001927,0.94995,0.175056,0.322306,-8.144516,21.204891,22.464922,36.753242,-15.781061,-19.354565,7.126743
0.42042,0.100077,0.448065,0.817646,0.347388,0.998795,-0.043769,0.015979,0.015418,-0.087098,0.033276,0.02942,-0.010044,0.014324,0.014049,0.942172,0.193702,0.31165,-8.554502,21.556,22.380196,35.501068,-16.337584,-19.702391,6.939238
0.43043,0.100765,0.447464,0.819274,0.344111,0.998606,-0.047375,0.016865,0.016051,-0.094274,0.035212,0.030483,0.010222,0.013491,0.046512,0.935136,0.234723,0.291647,-8.554502,21.556,22.380196,33.135849,-18.702801,-20.050217,7.00174
0.44044,0.101481,0.446817,0.821048,0.340495,0.998382,-0.051324,0.017881,0.016743,-0.102132,0.037432,0.031624,0.033808,0.040458,0.070904,0.947357,0.284507,0.291647,-8.390508,21.643776,21.871836,36.614113,-20.372366,-21.719782,7.01424
0.45045,0.10216,0.445992,0.823079,0.336444,0.998108,-0.055718,0.019083,0.017665,-0.110867,0.040073,0.03317,0.050237,0.050558,0.098258,0.950135,0.327019,0.276878,-8.390508,21.643776,21.871836,41.692371,-21.207148,-24.989347,6.70173
0.46046,0.102904,0.444918,0.825383,0.331966,0.997776,-0.060611,0.020358,0.018843,-0.120587,0.042923,0.035175,0.056525,0.063997,0.117736,0.960135,0.360395,0.263605,-8.718497,22.170439,21.532928,46.074982,-22.737583,-29.511087,7.051741
0.47047,0.103835,0.443229,0.827877,0.327698,0.997413,-0.065558,0.021169,0.020544,-0.130407,0.044937,0.038254,-0.234802,0.022329,0.159606,0.976245,0.346038,0.230141,-8.718497,22.170439,21.532928,43.15324,-20.859322,-36.815434,6.926737
